Text,Form,Topic Category,Rank,Type,Theme,Frequency,Mentions,Sense ID
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",United Society,entity,2,Top>Organization,,1,United Society,__18423467186389514842
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",mob,concept,1,Top,,1,Mob,3028e4d7c7
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",violence,concept,2,Top>OtherEntity>Offence,,1,violence,cc27dae29f
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",victim,concept,3,Top>Person,,1,victims,258214e1e7
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",division,concept,4,Top,Top>BasicSciences>Mathematics,1,division,12c85b587e
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",division,concept,5,Top>Organization,Top>Sport,1,division,6ba724202e
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",hatred,concept,6,Top>Process,,1,hatred,22276fc267
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",aggression,concept,7,Top,Top>SocialSciences>Law,1,Aggression,8d6f91176e
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",kind,concept,8,Top>Organization,,1,kind,163dc9b543
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",kind,concept,9,Top>OtherEntity>Class,,1,kind,3b2aa2cb98
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",society,concept,10,Top,Top>Society,1,society,578b3d3c5b
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",society,concept,11,Top,Top>SocialSciences>Sociology,1,society,578b3d3c5b
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",woman,concept,12,Top>Person,,1,women,5eb64faa83
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",fertility,concept,13,Top,,1,fertility,377411bb1e
Any stats? Or is it “all around” and “under reported?”,No topics found,,,,,,,
"So effective - I was raised to never hit a woman but watching this really does a great job of promoting gender violence; if I was there in person Id probably act instinctively out of self defence. I wonder if any of these middle class art students have heard of the law, legislation and the political process.... Because this is not how the suffragettes did it for a reason. They werent allowed to be part of the political process so thery needed to be taken seriously. This is the exact opposite because you are not them. You are tools of the state to sow unnecessary division.",political process,concept,1,Top,Top>Society>Politics,2,"political process, political process",1dd8d315b0
"So effective - I was raised to never hit a woman but watching this really does a great job of promoting gender violence; if I was there in person Id probably act instinctively out of self defence. I wonder if any of these middle class art students have heard of the law, legislation and the political process.... Because this is not how the suffragettes did it for a reason. They werent allowed to be part of the political process so thery needed to be taken seriously. This is the exact opposite because you are not them. You are tools of the state to sow unnecessary division.",bourgeoisie,concept,2,Top>Organization,Top>Society,1,middle class,723a27638c
"So effective - I was raised to never hit a woman but watching this really does a great job of promoting gender violence; if I was there in person Id probably act instinctively out of self defence. I wonder if any of these middle class art students have heard of the law, legislation and the political process.... Because this is not how the suffragettes did it for a reason. They werent allowed to be part of the political process so thery needed to be taken seriously. This is the exact opposite because you are not them. You are tools of the state to sow unnecessary division.",middle class,concept,3,Top,Top>SocialSciences>Sociology,1,middle class,8a48b18508
"Gentleman, be careful, these crazy bitches are most likely single and sooner or later will be looking for a man!",gentleman,concept,1,Top>Person,,1,Gentleman,35db2e0aa8
"Gentleman, be careful, these crazy bitches are most likely single and sooner or later will be looking for a man!",man,concept,2,Top>Person,,1,man,20a218cbdf
Feminists don't give a crap about women rights or they would kick trannies and muslims out,woman,concept,1,Top>Person,,1,women,5eb64faa83
Feminists don't give a crap about women rights or they would kick trannies and muslims out,right,concept,2,Top>Location>Address,,1,rights,bb6681ad47
Feminists don't give a crap about women rights or they would kick trannies and muslims out,Muslim,concept,3,Top>Person,Top>Society>Religion,1,muslims,3dc4e96435
"Of course! Clearly, the muggers, rapists, wife-beaters, etc, of Italy will mend their ways when they finally get the message that women don't like being assaulted. ""D'oh!"" lol",Italy,entity,1,Top>Location>GeoPoliticalEntity>Country,,1,Italy,85c9d18db8
"Of course! Clearly, the muggers, rapists, wife-beaters, etc, of Italy will mend their ways when they finally get the message that women don't like being assaulted. ""D'oh!"" lol",mugger,concept,1,Top>OtherEntity>Vocation,,1,muggers,069efd7ddb
"Of course! Clearly, the muggers, rapists, wife-beaters, etc, of Italy will mend their ways when they finally get the message that women don't like being assaulted. ""D'oh!"" lol",violator,concept,2,Top>Person,,1,rapists,d438e7849b
"Of course! Clearly, the muggers, rapists, wife-beaters, etc, of Italy will mend their ways when they finally get the message that women don't like being assaulted. ""D'oh!"" lol",wife,concept,3,Top>Person,,1,wife-beaters,07e4b91de9
"Of course! Clearly, the muggers, rapists, wife-beaters, etc, of Italy will mend their ways when they finally get the message that women don't like being assaulted. ""D'oh!"" lol",woman,concept,4,Top>Person,,1,women,5eb64faa83
They need a good gang raping.,band,concept,1,Top>Organization,,1,gang,0c990e268d
They need a good gang raping.,gang,concept,2,Top>Organization,,1,gang,12582a5275
"Cause in most cases, the bad boys have the money they've ripped of others or gained it by bullying. Females think they can control said bad boy and help them spend the ill gotten loot. But too late, realise they married a bully who doesn't think anything of belting them around. They stick around cause they wish to hang onto the lifestyle they're accustomed too, still believing they can change them. Takes a few years before they realise, they can't change them, by then the damage has been done.",boy,concept,1,Top>Person,,2,"boys, boy",498e19c6d9
